Date,Hour,AirTemp.,SurfaceTemp.,Rain,WindSpeed,WindDirect.,WindSpeed(max),WindSpeed(min),Humidity,Barom.Press.,"Solar radiation",SolarradiationEnergy,LeafWetness,DewPoint,WetBulb,"Sun Hours",BatteryVoltage
2023-02-09,1:0,27.8,24,0,1.4,46.8,2.2,0.3,93.6,902,0,0,206.1,26.7,27,0,12.83
2023-02-09,2:0,27.8,23.9,0,1.1,72.83,2,0.3,93,902,0,0,213.2,26.6,26.9,0,12.81
2023-02-09,3:0,27.4,23.8,0,1.1,190.8,4.4,0.3,94.7,902,0,0,221.3,26.5,26.7,0,12.78
2023-02-09,4:0,27.3,23.7,0,1.6,259.7,3,0.3,94.6,902,0,0,214.5,26.4,26.6,0,12.75
2023-02-09,5:0,26.6,24,0,2.2,222.3,4.2,0.3,98.4,902,0,0,204.8,26.4,26.4,0,12.72
2023-02-09,6:0,25.3,24.1,0,1.7,237.3,4,0.3,98.9,902,0,0,219.3,25.1,25.2,0,12.69
2023-02-09,7:0,24.2,24.4,0,3.6,235.7,8,0.4,99.9,903,0.9,0,254,24.2,24.2,0,12.66
2023-02-09,8:0,23.3,24.6,0,5.5,193.2,9.3,2.5,99.9,904,4,0.01,314.2,23.3,23.3,0,12.64
2023-02-09,9:0,23.3,24.7,0,4.7,175.8,8.8,2.7,99.9,905,18.1,0.07,277.3,23.3,23.3,0,12.64
2023-02-09,10:0,23.2,24.7,0,3.4,149.4,5.7,1.5,99.9,905,22.9,0.08,287.9,23.2,23.2,0,12.62
2023-02-09,11:0,23.2,24.7,0,4.2,105.9,7.6,1.9,99.9,905,61.1,0.22,293.4,23.2,23.2,0,12.64
2023-02-09,12:0,24,24.7,0,5,89.7,7.6,2.4,99.9,904,269.5,0.97,231.9,24,24,0,12.98
2023-02-09,13:0,26.4,24.6,0,3.3,100.3,6,0.8,91.5,904,480.4,1.73,168.1,24.8,25.2,0.5,13.33
2023-02-09,14:0,28.4,24.6,0,1.5,180.7,3.4,0.3,80,904,697,2.51,155.1,24.6,25.5,22.3,13.35
2023-02-09,15:0,29.9,24.5,0,1.8,244.2,3.8,0.3,74.3,903,,,154.5,24.9,26.1,32.3,13.79
2023-02-09,16:0,31.1,24.5,0,1.8,208.9,4,0.3,69.2,902,813,2.93,154.1,24.8,26.3,54.8,14.11
2023-02-09,17:0,31.8,24.5,0,1.9,222.9,3.6,0.3,65.9,902,591.2,2.13,154,24.6,26.3,54.5,13.72
2023-02-09,18:0,31.5,24.5,0,1.8,207.3,3.4,0.3,65.9,901,289.7,1.04,154.3,24.3,26.1,40,13.22
2023-02-09,19:0,30.5,24.5,0,1.2,223.3,2.9,0.3,71.2,902,82.2,0.3,155.4,24.7,26.1,30.2,13
2023-02-09,20:0,27.9,24.5,0,0.7,226.6,2.1,0.3,84.9,902,0.4,0,167.7,25.2,25.8,0,12.95
2023-02-09,21:0,26.8,24.6,0,0.3,153,0.3,0.3,92.1,903,0,0,190.9,25.4,25.8,0,12.91
2023-02-09,22:0,26.3,24.7,0,0.5,39.61,1.9,0.3,97,903,0,0,213.6,25.8,25.9,0,12.88
2023-02-09,23:0,25.8,24.7,0,0.7,8.65,1.8,0.3,99.7,904,0,0,241.3,25.7,25.8,0,12.86
2023-02-09,24:0,25.3,24.7,0,0.9,20.55,1.9,0.3,99.9,904,0,0,260.7,25.3,25.3,0,12.82
