Date,Hour,AirTemp.,SurfaceTemp.,Rain,WindSpeed,WindDirect.,WindSpeed(max),WindSpeed(min),Humidity,Barom.Press.,"Solar radiation",SolarradiationEnergy,LeafWetness,DewPoint,WetBulb,"Sun Hours",BatteryVoltage
2023-01-19,1:0,26.9,24.8,0,1.5,37.78,2.6,0.3,86.1,905,0,0,156.4,24.4,25.1,0,12.81
2023-01-19,2:0,26.1,24.6,0,0.8,114.1,2.2,0.3,91,905,0,0,158.5,24.5,24.9,0,12.78
2023-01-19,3:0,26,24.9,0,0.6,150.3,2.1,0.3,94.7,905,0,0,158.3,25.1,25.3,0,12.76
2023-01-19,4:0,25.6,23.9,0,0.3,96.1,0.3,0.3,98.3,904,0,0,164.3,25.3,25.4,0,12.73
2023-01-19,5:0,24.7,23.7,0,0.8,82.4,1.8,0.3,99.9,904,0,0,175.6,24.7,24.7,0,12.7
2023-01-19,6:0,24.3,23,0,0.5,77.89,1.7,0.3,99.9,904,0.1,0,188.6,24.3,24.3,0,12.67
2023-01-19,7:0,24.8,23,0,0.5,170.9,1.9,0.3,99.9,905,43.1,0.16,197.7,24.8,24.8,11.4,12.66
2023-01-19,8:0,27.4,24.1,0,1.7,91.4,4.1,0.3,91.3,905,236.8,0.85,185.5,25.9,26.2,56,12.73
2023-01-19,9:0,30.3,26.3,0,2.2,75.7,4,0.3,76.7,905,502.2,1.81,154.9,25.7,26.8,58.5,13.07
2023-01-19,10:0,31.9,27.4,0,2.1,102.5,4.7,0.3,66.1,906,523,1.88,153.6,24.8,26.5,29.6,13.28
2023-01-19,11:0,32.2,27.2,0,2.5,114.8,5,0.3,63.9,906,455.5,1.64,153.3,24.5,26.4,9.8,13.3
2023-01-19,12:0,33.8,27.3,0,2.9,125.7,5.6,1.2,56.7,905,,,153.1,24,26.4,31.7,13.36
2023-01-19,13:0,35.6,26.9,0,3.4,133.9,7.1,0.8,50.4,904,1022,3.68,152.9,23.7,26.6,50.9,13.21
2023-01-19,14:0,36.7,26.3,0,3.7,118,6.6,1.3,44.4,903,994,3.58,152.6,22.6,26.1,50.8,13.16
2023-01-19,15:0,37.1,26.5,0,4.1,119.3,8,1.5,42.9,902,933,3.36,152.5,22.4,26.1,50.5,13.96
2023-01-19,16:0,37.8,26.4,0,4.2,120.1,7.8,1.7,40.1,900,844,3.04,152.3,21.9,26,59,13.37
2023-01-19,17:0,37.5,26,0,3.8,118.5,6.8,1.4,39.5,900,538,1.94,152.1,21.4,25.6,50.6,13.38
2023-01-19,18:0,37.2,26.1,0,3.8,111.5,6.7,1.6,40,900,361,1.3,152,21.3,25.5,60,13.17
2023-01-19,19:0,37.2,26.1,0,3.8,111.5,6.7,1.6,40,900,361,1.3,152,21.3,25.5,60,13.17
2023-01-19,20:0,34.4,24.7,0,2.9,83.7,5.2,1.8,45.2,901,1.3,0,152.2,20.8,24.5,0,12.96
2023-01-19,21:0,33.5,24.2,0,2.4,80.2,3.7,1.7,49.9,902,0,0,152.5,21.6,24.8,0,12.92
2023-01-19,22:0,32.9,24.6,0,4,80.3,11.3,2,53.8,903,0,0,152.7,22.3,25,0,12.89
2023-01-19,23:0,30.2,25.1,0,5.6,42.82,10.3,2.5,71.4,904,0,0,153,24.5,25.8,0,12.86
2023-01-19,24:0,28.6,24.9,0,3.4,27.64,5.9,1.7,80.1,904,0,0,153.6,24.9,25.8,0,12.83
