Date,Hour,AirTemp.,SurfaceTemp.,Rain,WindSpeed,WindDirect.,WindSpeed(max),WindSpeed(min),Humidity,Barom.Press.,"Solar radiation",SolarradiationEnergy,LeafWetness,DewPoint,WetBulb,"Sun Hours",BatteryVoltage
2023-02-11,1:0,24.6,24.7,0,1.6,336.7,2.5,0.8,94.3,904,0,0,236.4,23.6,23.8,0,12.79
2023-02-11,2:0,24.3,24.7,0,1.3,347.8,2.4,0.3,94.2,904,0,0,224.1,23.4,23.6,0,12.78
2023-02-11,3:0,24.2,24.7,0,1.6,311.8,3.1,0.3,93.1,903,0,0,216.8,23,23.3,0,12.75
2023-02-11,4:0,23.8,24.7,0,1.3,312.9,3.2,0.3,98,903,0,0,212.3,23.5,23.6,0,12.73
2023-02-11,5:0,23.3,24.7,0,1.5,318.9,2.6,0.4,99.9,903,0,0,211.4,23.3,23.3,0,12.7
2023-02-11,6:0,22.5,24.7,0,0.9,335.3,1.9,0.3,99.9,903,0,0,227,22.5,22.5,0,12.68
2023-02-11,7:0,22.5,24.7,0,1.2,307.9,2.5,0.3,99.9,903,16.8,0.06,225.9,22.5,22.5,4.1,12.66
2023-02-11,8:0,24.2,24.7,0,1.7,296.9,3.4,0.3,96.5,904,228.6,0.82,208.8,23.6,23.8,60,12.71
2023-02-11,9:0,27.4,24.6,0,2.4,294.3,3.9,0.4,83.6,904,466.8,1.68,179.1,24.4,25.1,60,13.08
2023-02-11,10:0,30.3,24.5,0,2.6,299.1,4.7,0.8,74.6,904,709.4,2.55,157.3,25.2,26.4,60,13.39
2023-02-11,11:0,32.8,24.5,0,3.2,299.1,5.1,1.6,64.7,904,910,3.28,154.2,25.2,27,60,13.73
2023-02-11,12:0,34.9,24.5,0,3,292.8,5,1.3,51.8,904,1037,3.73,153.6,23.4,26.3,60,13.64
2023-02-11,13:0,36.6,24.5,0,2.1,273.5,4,0.3,36.9,903,1083,3.9,153.1,19.4,24.2,60,13.13
2023-02-11,14:0,37.9,24.5,0,2,261,4.5,0.3,28.8,903,1070,3.85,152.7,16.7,23,59.7,13.16
2023-02-11,15:0,38.5,24.4,0,2.4,250.3,5.3,0.5,28.4,902,946,3.41,152.5,16.9,23.3,51.9,14.02
2023-02-11,16:0,38.6,24.4,0,2.5,218.2,4.7,1,26.8,901,760.6,2.74,152.2,16.1,22.9,51.4,14
2023-02-11,17:0,38.4,24.4,0,3.2,200.7,6.3,0.5,26.4,900,609.8,2.2,152.1,15.7,22.7,59.7,13.37
2023-02-11,18:0,37.6,24.4,0,2.9,193.8,5.1,1.2,26,900,353.5,1.27,152,14.9,22,60,13.27
2023-02-11,19:0,35.8,24.5,0,1.4,198.2,3,0.3,32,900,94.2,0.34,153.1,16.4,22.3,34.9,13.02
2023-02-11,20:0,31.9,24.5,0,0.9,127.1,2,0.3,47.1,901,0.1,0,156.5,19.1,22.8,0,12.96
2023-02-11,21:0,30.3,24.6,0,1.1,65.14,1.9,0.3,53.7,902,0,0,163.3,19.9,22.8,0,12.93
2023-02-11,22:0,28.6,24.6,0,0.8,32.22,2,0.3,66.6,902,0,0,170.6,21.7,23.6,0,12.89
2023-02-11,23:0,28.8,24.6,0,1.6,344.8,2.3,0.9,65.2,903,0,0,169.7,21.5,23.5,0,12.87
2023-02-11,24:0,28.5,24.6,0,1.8,29.69,2.6,0.7,57.9,903,0,0,176.3,19.4,22.1,0,12.84
