Date,Hour,AirTemp.,SurfaceTemp.,Rain,WindSpeed,WindDirect.,WindSpeed(max),WindSpeed(min),Humidity,Barom.Press.,"Solar radiation",SolarradiationEnergy,LeafWetness,DewPoint,WetBulb,"Sun Hours",BatteryVoltage
2023-01-24,1:0,26.7,27.9,0,2,342.9,3.9,0.9,73.2,903,0,0,153.2,21.5,22.9,0,12.82
2023-01-24,2:0,25.8,28.1,0,1.6,329.7,3,0.7,78.2,903,0,0,153.5,21.8,22.9,0,12.79
2023-01-24,3:0,24.9,28,0,0.6,353,,0.3,82.5,903,0,0,154,21.8,22.7,0,12.77
2023-01-24,4:0,25.1,28,0,0.6,22.48,1.6,0.3,83.2,902,0,0,154.1,22.1,22.9,0,12.75
2023-01-24,5:0,24.7,28.2,0,0.4,144.7,1.4,0.3,87.7,902,0,0,178.2,22.6,23.1,0,12.71
2023-01-24,6:0,25,28.2,0,0.6,194.8,1.8,0.3,92.7,903,0,0,180.9,23.8,24.1,0,12.69
2023-01-24,7:0,25.1,28.3,0,1,192.9,2,0.3,95.2,903,15.6,0.06,158.2,24.2,24.4,0,12.67
2023-01-24,8:0,25.9,28.3,0,0.9,163.5,2.2,0.3,90.2,904,73.5,0.26,155.6,24.2,24.6,0,12.71
2023-01-24,9:0,28.4,28.2,0,1.3,191.6,2.6,0.3,77.9,904,394.7,1.42,154.4,24.1,25.2,27.9,13.08
2023-01-24,10:0,31.8,28.1,0,1.4,191.2,3.9,0.3,59.3,904,664.3,2.39,153.1,22.9,25.2,50.4,13.37
2023-01-24,11:0,33.6,28,0,2.2,121.2,4.9,0.3,52.4,904,813,2.93,152.7,22.5,25.3,48.2,13.55
2023-01-24,12:0,35.3,28,0,1.9,130.8,4.5,0.3,46.3,903,955,3.44,152.6,22,25.4,47.7,13.53
2023-01-24,13:0,36.3,28,0,2.1,146.7,4.7,0.3,41.5,902,975,3.51,152.4,21.1,25.1,46.2,13.29
2023-01-24,14:0,37.8,28,0,2.8,138.3,6,0.3,35.7,901,932,3.36,152.3,20.1,24.9,43.2,13.4
2023-01-24,15:0,38.9,28,0,2.8,138.3,5.9,0.4,32.9,900,856,3.08,152.2,19.6,24.9,38.2,13.89
2023-01-24,16:0,37.4,28,0,3,116.1,5.9,0.3,35.3,899,343.1,1.24,151.6,19.5,24.4,7.3,13.53
2023-01-24,17:0,37.6,28,0,1.7,209.1,4.4,0.3,34.3,899,285.4,1.03,163.3,19.1,24.3,7,13.45
2023-01-24,18:0,33.1,28.1,0,2.1,316.7,5.9,0.3,57.8,899,98,0.35,181.3,23.6,26,0,13.07
2023-01-24,19:0,32.1,28.1,0,1.9,297.4,3.7,0.3,61,899,21.2,0.08,154.6,23.6,25.7,0,12.96
2023-01-24,20:0,30.9,28.2,0,2.2,249,4.8,0.3,64.1,900,0.5,0,154.7,23.3,25.2,0,12.91
2023-01-24,21:0,30.4,28.2,0,1.7,293.4,2.6,0.6,64.7,900,0,0,154.6,23,24.9,0,12.89
2023-01-24,22:0,30.1,28.2,0,2.3,192.5,5.2,0.7,63.3,902,0,0,168.5,22.3,24.4,0,12.86
2023-01-24,23:0,28.4,28.2,0,4.5,100.2,8.5,1.7,75.1,903,0,0,189.5,23.5,24.8,0,12.84
2023-01-24,24:0,26.9,28.2,0,3.1,21.46,6.2,1.6,87.5,903,0,0,169.4,24.7,25.2,0,12.83
