Date,Hour,AirTemp.,SurfaceTemp.,Rain,WindSpeed,WindDirect.,WindSpeed(max),WindSpeed(min),Humidity,Barom.Press.,"Solar radiation",SolarradiationEnergy,LeafWetness,DewPoint,WetBulb,"Sun Hours",BatteryVoltage
2023-01-21,1:0,26.7,27.5,0,1.7,103,2.5,0.3,91.7,903,0,0,155.3,25.2,25.6,0,12.79
2023-01-21,2:0,26.9,27.9,0,2.2,91.7,3.5,0.8,91.7,902,0,0,164.2,25.5,25.8,0,12.77
2023-01-21,3:0,26.2,27.8,0,2,58.52,3.6,0.8,99.8,902,0,0,204.3,26.1,26.1,0,12.76
2023-01-21,4:0,26,27.7,0,1.4,38.07,2.9,0.3,99.9,901,0,0,183.6,26,26,0,12.73
2023-01-21,5:0,25.8,27.8,0,0.4,96.9,1.4,0.3,99.9,901,0,0,182.7,25.8,25.8,0,12.7
2023-01-21,6:0,25.4,27.9,0,1.3,157.3,2.3,0.3,99.9,902,0.1,0,186.4,25.4,25.4,0,12.67
2023-01-21,7:0,25.4,27.5,0,2.3,157.6,3.7,1.2,99.9,903,54.4,0.2,187,25.4,25.4,18.5,12.68
2023-01-21,8:0,27.5,28.1,0,2.9,135.1,4.6,1.4,88.9,903,230.2,0.83,169.6,25.5,25.9,45.2,12.74
2023-01-21,9:0,28.9,28.2,0,3.4,133.8,5.6,1.5,81.5,903,407.1,1.47,154.9,25.4,26.2,30,13.07
2023-01-21,10:0,30.5,28.1,0,2.8,121.7,5.4,0.8,73.1,903,521.1,1.88,154,25.2,26.4,25.3,13.29
2023-01-21,11:0,32.9,28.1,0,3.8,92.3,7.4,1.5,61.2,903,,,153.2,24.4,26.5,32.7,13.42
2023-01-21,12:0,33.6,28.1,0,4.7,82.3,7.5,2.5,59.5,903,,,152.9,24.6,26.8,23.4,13.44
2023-01-21,13:0,33.9,28.1,0,4.8,94,8.6,1.7,59.5,902,,,166.6,24.9,27,21.7,13.58
2023-01-21,14:0,32,28.1,0,4.8,87.6,9.5,2.1,70,901,,,184,25.6,27.1,13.9,13.63
2023-01-21,15:0,34.9,28.1,0,4,74.3,7.7,1.6,58.5,900,1016,3.66,155.8,25.4,27.6,58.5,13.74
2023-01-21,16:0,33.5,28,0,7.4,81.7,14.4,2.4,59.7,899,396.3,1.43,168.4,24.4,26.6,12,13.43
2023-01-21,17:0,30.3,27.9,0,4,67.22,8.9,1.6,67,899,134.4,0.48,153.8,23.5,25.3,0,13.21
2023-01-21,18:0,30.3,27.6,0,3.7,72.56,7,1.5,66.2,900,32.6,0.12,153.6,23.3,25.1,0,12.99
2023-01-21,19:0,29.1,27.3,0,3.6,48.78,5.9,1.7,80.8,900,26.2,0.09,186.3,25.4,26.3,0,12.95
2023-01-21,20:0,28.6,27,0,2.7,59.12,4.9,1.2,84.5,901,3,0.01,165.4,25.7,26.4,0,12.91
2023-01-21,21:0,27.8,26.8,0,2.4,63.85,4,0.4,88.7,902,0,0,191.1,25.8,26.3,0,12.88
2023-01-21,22:0,27.2,27,0,2.6,42.99,4.1,1.4,89.2,902,0,0,176,25.3,25.8,0,12.86
2023-01-21,23:0,26.8,26,0,2.7,27.23,4.2,1.3,91.4,902,0,0,160.9,25.3,25.7,0,12.84
2023-01-21,24:0,26,26.2,0,2.9,15.62,4.7,1.6,94.7,902,0,0,157.3,25.1,25.3,0,12.82
